TF,Cell type,Genome,GEO ID
Ctcf,Embryonic Stem Cells,mm9,"['-', '-', '-', '-', '-', 'GSM723015', 'GSM747534', 'GSM747535', 'GSM747536', 'GSM747537', 'GSM747538', 'GSM841708', 'GSM918748', 'GSM970264', 'GSM2123546', 'GSM2259905', 'GSM2259907', 'GSM2319288', 'GSM2418860', 'GSM2418864', 'GSM2475921', 'GSM2475922', 'GSM2475923', 'GSM2475924', 'GSM2475925', 'GSM2475926', 'GSM2475927', 'GSM2475928', 'GSM2546352', 'GSM2546353', 'GSM2546354', 'GSM2546355', 'GSM2546356', 'GSM2546357', 'GSM2546358', 'GSM2546359', 'GSM2587403', 'GSM2587404', 'GSM2587405', 'GSM2587406', 'GSM2587407', 'GSM2587408', 'GSM2609185', 'GSM2609186', 'GSM2609187', 'GSM2609188', 'GSM2609189', 'GSM2609190', 'GSM2645515', 'GSM2645516', 'GSM1212177', 'GSM2870294', 'GSM2870298', 'GSM2916414', 'GSM2916415', 'GSM2916416', 'GSM2916417', 'GSM2916418', 'GSM3058327', 'GSM3058328', 'GSM3145752', 'GSM3145753', 'GSM3145754', 'GSM3145755', 'GSM3145756', 'GSM3331487', 'GSM3331488', 'GSM3331489', 'GSM3331490', 'GSM3331491', 'GSM3331492', 'GSM3331493', 'GSM3331494', 'GSM3380966', 'GSM3380967', 'GSM3495175', 'GSM3495176', 'GSM3495183', 'GSM3495184', 'GSM3508478', 'GSM3508482', 'GSM3563950', 'GSM3563951', 'GSM3563952', 'GSM3563953', 'GSM3563954', 'GSM3563955', 'GSM3563956', 'GSM3563957', 'GSM3577965', 'GSM3577966', 'GSM3577967', 'GSM3577968', 'GSM3577969', 'GSM3577971', 'GSM3577972', 'GSM3577973', 'GSM3615251', 'GSM3615252', 'GSM3615253', 'GSM3615254', 'GSM3615255', 'GSM3615256', 'GSM3719305', 'GSM3719306', 'GSM3719307', 'GSM3719308', 'GSM3719309', 'GSM3719310', 'GSM3771259', 'GSM3771260', 'GSM3771261', 'GSM3771262', 'GSM3771263', 'GSM3771264', 'GSM3771269', 'GSM3771270', 'GSM3771271', 'GSM3771272', 'GSM3771273', 'GSM3771274', 'GSM3771275', 'GSM3771276', 'GSM1468392', 'GSM1468393']"
Ctcf,Embryonic brains,mm9,"['GSM918730', 'GSM2251444', 'GSM2251445', 'GSM2817432', 'GSM3640298', 'GSM3640299']"
Ctcf,Embryonic kidney,mm9,"['GSM2867769', 'GSM2867770']"
Ctcf,Embryonic limb,mm9,"['GSM918741', 'GSM2251432', 'GSM2251433', 'GSM2251434', 'GSM2251435', 'GSM2251436', 'GSM2251437', 'GSM2251438', 'GSM2251439', 'GSM2251440', 'GSM2251441', 'GSM2251442', 'GSM2251443', 'GSM1036122', 'GSM1036123', 'GSM1036124', 'GSM1036125', 'GSM1036126', 'GSM2535578', 'GSM2713707', 'GSM2713708', 'GSM2713709', 'GSM2713710', 'GSM2713712', 'GSM2713713', 'GSM2713715', 'GSM3261959', 'GSM3261961', 'GSM3261963', 'GSM3502471', 'GSM3502472', 'GSM3502473', 'GSM3502474', 'GSM3502475', 'GSM3502476', 'GSM3502477', 'GSM3502478', 'GSM3502479', 'GSM3741613']"
Ctcf,Erythroid Cells,mm9,"['GSM2579420', 'GSM2579421', 'GSM2579432', 'GSM2579433', 'GSM2579436', 'GSM2579437', 'GSM2579446', 'GSM2579447', 'GSM2579450', 'GSM2579451', 'GSM2832556']"
Ctcf,G1E,mm9,"['GSM923570', 'GSM923571', 'GSM2129857', 'GSM2129859', 'GSM2129861']"
Ctcf,HPC-7,mm9,"['GSM2702903', 'GSM2702904', 'GSM2702905', 'GSM2702906', 'GSM1167572']"
Ctcf,Heart,mm9,"['GSM722692', 'GSM918756']"
Ctcf,Heart Ventricles,mm9,"['GSM2538390', 'GSM2538392']"
Ctcf,Hematopoietic Stem Cells,mm9,"['GSM4096525', 'GSM4096526', 'GSM4096528', 'GSM4096529']"
Ctcf,Hepa-1c1c7,mm9,"['GSM2803432', 'GSM2803433', 'GSM2803434', 'GSM2803435', 'GSM2803436', 'GSM2803437']"
Ctcf,Hippocampus,mm9,"['GSM2228526', 'GSM2228527']"
Ctcf,Intestines,mm9,['GSM918709']
Ctcf,Kidney,mm9,"['GSM722698', 'GSM918731']"
Ctcf,Liver,mm9,"['-', '-', '-', '-', '-', 'GSM722759', 'GSM918715', 'GSM2740559', 'GSM2740560', 'GSM2752310', 'GSM2752311', 'GSM2752312', 'GSM2752313', 'GSM2790409', 'GSM2790410', 'GSM1390713', 'GSM1390714']"
Ctcf,Lung,mm9,"['GSM722859', 'GSM918722']"
Ctcf,MC3T3-E1,mm9,"['GSM1328456', 'GSM1328457', 'GSM1328458']"
Ctcf,MEF,mm9,"['-', '-', '-', 'GSM560351', 'GSM560352', 'GSM723004', 'GSM918743', 'GSM1979778', 'GSM1979779', 'GSM1979780', 'GSM1979781', 'GSM1979782', 'GSM1979783', 'GSM1979784', 'GSM1020012', 'GSM1020013', 'GSM2797831', 'GSM2797832', 'GSM2797833', 'GSM2797834', 'GSM2797835', 'GSM2797836', 'GSM2797837', 'GSM3453046', 'GSM3453047', 'GSM3453048', 'GSM3453049', 'GSM3453050', 'GSM3453051', 'GSM3453052', 'GSM3453053', 'GSM3453054', 'GSM3453055', 'GSM3453056', 'GSM3453057', 'GSM1648476', 'GSM1648477', 'GSM1648478', 'GSM1648479']"
Ctcf,MEL,mm9,"['GSM912896', 'GSM918744', 'GSM923573', 'GSM1003784']"
Ctcf,Macrophages,mm9,['GSM918726']
Ctcf,Mammary glands,mm9,"['GSM2425116', 'GSM2433032', 'GSM2433033', 'GSM2433038', 'GSM2433042', 'GSM2433043', 'GSM2433085', 'GSM2433086', 'GSM2433096', 'GSM2433097', 'GSM2492051', 'GSM2492052', 'GSM2492062', 'GSM2492063', 'GSM2577601', 'GSM2577602', 'GSM2577603', 'GSM2577604', 'GSM2577617', 'GSM2577618', 'GSM2577619']"
Ctcf,Mast Cells,mm9,['GSM1167574']
Ctcf,Metanephros,mm9,"['GSM3640293', 'GSM3640294', 'GSM3640296']"
Ctcf,NIH/3T3,mm9,"['GSM2757302', 'GSM2757303', 'GSM3771267', 'GSM3771268']"
Ctcf,Neural Stem Cells,mm9,"['GSM1604031', 'GSM1604032', 'GSM1604033', 'GSM1604034', 'GSM1604035', 'GSM1604036', 'GSM1604037', 'GSM1604038']"
Ctcf,Neural progenitor cells,mm9,['GSM2259909']
Ctcf,Olfactory Nerve,mm9,"['GSM3058881', 'GSM3058882', 'GSM3514541', 'GSM3514542', 'GSM3514543', 'GSM3514544']"
Ctcf,Olfactory epithelium,mm9,['GSM918736']
Ctcf,P19,mm9,['GSM2757307']
Ctcf,Patski,mm9,"['GSM2863715', 'GSM2863716', 'GSM2863717', 'GSM2863718', 'GSM1446330']"
Ctcf,Plasmablasts,mm9,['GSM1088171']
Ctcf,Pro-B cells,mm9,"['GSM546526', 'GSM672401', 'GSM987801', 'GSM987805', 'GSM1023420', 'GSM1145865', 'GSM1145866', 'GSM1156665', 'GSM2948251', 'GSM2948252', 'GSM2948254', 'GSM2948255']"
Ctcf,Retina,mm9,"['GSM2319264', 'GSM2319265', 'GSM2319266', 'GSM2319267', 'GSM2319268', 'GSM2319269', 'GSM2319270', 'GSM2319271', 'GSM2319272', 'GSM2319273', 'GSM2319274', 'GSM2319275', 'GSM2319276', 'GSM2319277', 'GSM2319278', 'GSM2319279', 'GSM2319280', 'GSM2319281', 'GSM2319282', 'GSM2319283']"
Ctcf,Retinal Rod Photoreceptor Cells,mm9,"['GSM2948984', 'GSM2948985']"
Ctcf,Sperm,mm9,"['GSM2088382', 'GSM2088383', 'GSM2088384']"
Ctcf,Spermatids,mm9,"['GSM1817673', 'GSM3840089']"
Ctcf,Spermatocytes,mm9,['GSM3840086']
Ctcf,Spleen,mm9,"['GSM722990', 'GSM918745']"
Ctcf,T-Lymphocytes,mm9,['GSM672400']
Ctcf,Ter119 Erythrocytes,mm9,['GSM1151145']
Ctcf,Testis,mm9,['GSM918711']
Ctcf,Th0,mm9,"['GSM1004802', 'GSM1004803']"
Ctcf,Th1 Cells,mm9,"['GSM2389510', 'GSM2389512', 'GSM2389513', 'GSM2389515', 'GSM2389516', 'GSM2389518', 'GSM1480825']"
Ctcf,Th17 Cells,mm9,"['GSM1004804', 'GSM1004805']"
Ctcf,Th2 Cells,mm9,"['GSM3498276', 'GSM3498277', 'GSM3498278', 'GSM3498279', 'GSM3498280', 'GSM3498281', 'GSM3498282', 'GSM3498283', 'GSM3498284', 'GSM3498285', 'GSM3498286', 'GSM3498287', 'GSM3498288', 'GSM3498289', 'GSM3498290', 'GSM3498291', 'GSM3498292', 'GSM3498293', 'GSM3498294', 'GSM3498295', 'GSM3498296', 'GSM3498297', 'GSM3498298', 'GSM3498299', 'GSM3498310', 'GSM3498311', 'GSM3498312', 'GSM3498313']"
Ctcf,Thymus,mm9,['GSM918734']
Ctcf,Trophoblast stem cells,mm9,"['GSM967658', 'GSM998993', 'GSM1015792', 'GSM1015793', 'GSM1015794', 'GSM1249152', 'GSM3019280', 'GSM3327818', 'GSM3327819']"
Ctcf,Unclassified,mm9,['GSM3380021']
Ctcf,iPS cells,mm9,"['GSM2319284', 'GSM2319285', 'GSM2319286', 'GSM2319287', 'GSM2319289', 'GSM2319290', 'GSM2319291', 'GSM2948958', 'GSM2948959', 'GSM2948960', 'GSM2948961', 'GSM2948962', 'GSM2948963', 'GSM2948964', 'GSM2948965', 'GSM2948966', 'GSM2948967', 'GSM2948968', 'GSM2948969', 'GSM2948970', 'GSM2948971', 'GSM2948972', 'GSM2948973', 'GSM2948974', 'GSM2948975', 'GSM2948976', 'GSM2948977', 'GSM2948978', 'GSM2948979', 'GSM2948980', 'GSM2948981', 'GSM2948982', 'GSM2948983']"
Ctcf,in vitro differentiated neutrophils,mm9,['GSM2445202']
Ctcf,mESC derived neural cells,mm9,"['-', 'GSM883647', 'GSM970266', 'GSM2667233', 'GSM2667238', 'GSM2667243', 'GSM2667248', 'GSM1468394', 'GSM1468395']"
Ctcf,"mESCs, differentiated",mm9,"['GSM3597225', 'GSM3597226', 'GSM3597227', 'GSM3597228', 'GSM1540992', 'GSM1540994', 'GSM1540996']"
Ctcfl,Embryonic Stem Cells,mm9,"['GSM841709', 'GSM841710']"
Ctcfl,NIH/3T3,mm9,"['GSM2757304', 'GSM2757305']"
Ctcfl,P19,mm9,['GSM2757308']
Ctcfl,Spermatids,mm9,['GSM1817674']
Ctnnb1,Embryonic kidney,mm9,"['GSM980186', 'GSM980187']"
Ctnnb1,Hematopoietic Stem Cells,mm9,"['GSM1897162', 'GSM1897163', 'GSM1897164']"
Ctnnb1,Hepatocytes,mm9,['GSM863766']
Ctnnb1,Mesenchymal stem cells,mm9,"['GSM4066680', 'GSM4066681', 'GSM4066682', 'GSM4066683']"
Ctnnb1,Pituitary cell line,rn6,['GSM1399423']
Ctnnb1,mIMCD-3,mm9,"['GSM3733305', 'GSM3733306', 'GSM3733307', 'GSM3733308', 'GSM3733311', 'GSM3733312', 'GSM3733313', 'GSM3733314']"
Ctr9,C2C12,mm9,"['GSM1865377', 'GSM1865379']"
Ctr9,Embryonic Stem Cells,mm9,"['GSM515666', 'GSM1059003', 'GSM1059025']"
Cux2,Liver,mm9,"['GSM878678', 'GSM878679']"
Cxxc1,Brain,mm9,['GSM462191']
Cxxc1,Embryonic Stem Cells,mm9,"['GSM2454338', 'GSM2454339', 'GSM2454342', 'GSM2454343']"
Cxxc1,Spermatocytes,mm9,['GSM3423531']
Cxxc1,Thymocytes,mm9,"['GSM2109552', 'GSM2109553']"
Cxxc5,Embryonic Stem Cells,mm9,"['GSM3834551', 'GSM3834552', 'GSM3834553']"
Cyclobutane pyrimidine dimers,VH10,hg19,['GSM2218657']
D,0-8h embryos,dm3,['GSM628262']
DAXX,PC-3,hg19,"['GSM1678029', 'GSM1678030']"
DCP1A,HeLa,hg19,['GSM891236']
DCP1A,SH-EP,hg19,"['GSM3477892', 'GSM3477893', 'GSM3477894', 'GSM3477895']"
DDIT3,402-91,hg19,['GSM3027229']
DDIT3,LoVo,hg19,['GSM1239560']
DDX11,A549,hg19,"['GSM2157830', 'GSM2157831', 'GSM2157833', 'GSM2157834']"
DDX5,BT-549,hg19,['GSM3092454']
DDX5,HeLa,hg19,['GSM593999']
DDX5,NTERA-2,hg19,['GSM1415923']
DEAF1,GMA24A1F,hg19,['GSM3728716']
DICER1,293,hg19,['GSM1366345']
DMC1,Testis,hg19,"['GSM1447325', 'GSM1447328', 'GSM1447331', 'GSM1447337', 'GSM1447338']"
DMRT2,LoVo,hg19,['GSM1239561']
DNA-RNA hybrids,BY4741,sacCer3,"['GSM1402299', 'GSM1402301', 'GSM1402302', 'GSM1402303']"
DNA2,HCT 116,hg19,['GSM2907060']
DNMT1,HBEC3-KT,hg19,"['GSM2766553', 'GSM2766558', 'GSM2766563', 'GSM2766568']"
DNMT1,NCCIT,hg19,"['GSM952455', 'GSM952463']"
DNMT1,PC-3,hg19,"['GSM1678031', 'GSM1678032']"
DNMT3A,Epidermal stem cells,hg19,"['GSM2228911', 'GSM2228913', 'GSM2228915', 'GSM1607383']"
DNMT3A,Keratinocytes,hg19,['GSM1607392']
DNMT3A,MCF-7,hg19,['GSM2735973']
DNMT3A,NCCIT,hg19,"['GSM952456', 'GSM952464']"
DNMT3B,B Lymphoblastoid cell line,hg19,"['GSM2523110', 'GSM2523111', 'GSM2523112', 'GSM2523113']"
DNMT3B,Epidermal stem cells,hg19,"['GSM2228912', 'GSM2228914', 'GSM2228916', 'GSM1607384']"
DNMT3B,Keratinocytes,hg19,['GSM1607393']
DNMT3B,NCCIT,hg19,"['GSM952457', 'GSM952465']"
DNMT3B,hESC H1,hg19,"['GSM3122512', 'GSM3122513', 'GSM3122514', 'GSM3122515']"
DNMT3B,hESC HUES8,hg19,"['GSM2642523', 'GSM2642524']"
DNMT3B,iPS cells,hg19,"['GSM2809093', 'GSM2809094']"
DOT1L,ML-2,hg19,"['GSM3635674', 'GSM3635675']"
DOT1L,MOLM-13,hg19,"['GSM3635681', 'GSM3635682']"
DOT1L,NCCIT,hg19,['GSM654638']
DOT1L,RS 411,hg19,"['GSM3635691', 'GSM3635692']"
DPF2,EOL-1,hg19,['GSM3094373']
DPF2,MOLM-13,hg19,['GSM3094380']
DPF2,Small cell ovary carcinoma,hg19,"['GSM3307889', 'GSM3307891', 'GSM3307896', 'GSM3307901', 'GSM3307906', 'GSM3494153']"
DPF2,TTC1240,hg19,"['GSM3580468', 'GSM3580469', 'GSM3580470', 'GSM3580471', 'GSM3580472']"
DPPA3,293,hg19,['GSM1301133']
DR1,LoVo,hg19,['GSM1239451']
DRAP1,LoVo,hg19,['GSM1239562']
DST1,Unclassified,sacCer3,['-']
DTL,U2OS,hg19,['GSM3147767']
DUX4,Myoblasts,hg19,"['GSM837613', 'GSM837614']"
DYRK1A,HeLa,hg19,['GSM1556079']
DYRK1A,T98G,hg19,"['GSM1556076', 'GSM1556077']"
Daxx,Embryonic Stem Cells,mm9,"['GSM1819860', 'GSM1819863']"
Ddit3,MEF,mm9,"['GSM873424', 'GSM873425']"
Ddx21,Embryonic Stem Cells,mm9,['GSM1693793']
Ddx5,Spermatogonia,mm9,"['GSM2987933', 'GSM2987935']"
Ddx5,Th17 Cells,mm9,"['GSM1905762', 'GSM1905763']"
Dendra2,Embryonic Stem Cells,mm9,"['GSM3178245', 'GSM3178249', 'GSM3178253', 'GSM3178257']"
Dfd,0-8h embryos,dm3,"['GSM594216', 'GSM851848', 'GSM1217563', 'GSM1217564']"
Dgcr8,Embryonic Stem Cells,mm9,"['GSM2389981', 'GSM2389983', 'GSM2424694', 'GSM2424695', 'GSM2424706', 'GSM2424707', 'GSM2424709', 'GSM2424710']"
Dicer1,Embryonic Stem Cells,mm9,['GSM2424697']
Dll,Imaginal leg disc,dm3,"['GSM3109246', 'GSM3109247', 'GSM3109248']"
Dll,White prepupae,dm3,"['GSM1206848', 'GSM1206849']"
Dlx1,Embryonic hypothalamus,mm9,"['GSM2796160', 'GSM2796161']"
Dlx3,Keratinocytes,mm9,['GSM2392491']
Dmap1,Embryonic Stem Cells,mm9,['GSM1183112']
Dmc1,Ovary,mm9,"['GSM2664284', 'GSM2664285']"
Dmc1,Spermatocytes,mm9,"['GSM3228502', 'GSM3228503', 'GSM3228504', 'GSM3228505']"
Dmc1,Testis,mm9,"['GSM602190', 'GSM602191', 'GSM602192', 'GSM602193', 'GSM602194', 'GSM602195', 'GSM602198', 'GSM602200', 'GSM602201', 'GSM602202', 'GSM851661', 'GSM851666', 'GSM851667', 'GSM851668', 'GSM851669', 'GSM851670', 'GSM869781', 'GSM869781', 'GSM869782', 'GSM869783', 'GSM869783', 'GSM869784', 'GSM869784', 'GSM869785', 'GSM869785', 'GSM869785', 'GSM869785', 'GSM869786', 'GSM869786', 'GSM869786', 'GSM869786', 'GSM869787', 'GSM869788', 'GSM869790', 'GSM869790', 'GSM1954833', 'GSM1954834', 'GSM1954835', 'GSM1954836', 'GSM1954837', 'GSM1954838', 'GSM1954839', 'GSM1954840', 'GSM1954841', 'GSM1954842', 'GSM1954843', 'GSM1954844', 'GSM1954845', 'GSM1954846', 'GSM1954847', 'GSM1954848', 'GSM1954849', 'GSM1954855', 'GSM1954856', 'GSM1954857', 'GSM1954858', 'GSM1954859', 'GSM1954860', 'GSM1954861', 'GSM1954862', 'GSM1954863', 'GSM1954864', 'GSM2049305', 'GSM2049306', 'GSM2049307', 'GSM2049308', 'GSM2049309', 'GSM2049310', 'GSM2049311', 'GSM2049312', 'GSM2465592', 'GSM2465593', 'GSM2465594', 'GSM2465595', 'GSM2664274', 'GSM2664275', 'GSM2664276', 'GSM2664277', 'GSM2664278', 'GSM2664279', 'GSM2664280', 'GSM2664281', 'GSM2664282', 'GSM2664283', 'GSM2664291', 'GSM2664292', 'GSM2916497', 'GSM2916498', 'GSM2916499', 'GSM2916500', 'GSM2916501', 'GSM2916502', 'GSM2916503', 'GSM2971933', 'GSM2971934', 'GSM2971935', 'GSM2971936', 'GSM2971938', 'GSM2971939', 'GSM3053297', 'GSM3057952', 'GSM3057953', 'GSM3057954', 'GSM3057955', 'GSM3057956', 'GSM3057957', 'GSM3057958', 'GSM3057959', 'GSM3601946', 'GSM3601947', 'GSM3601948', 'GSM3601949', 'GSM3731675', 'GSM3731676']"
Dmrt1,Testis,mm9,"['GSM1582724', 'GSM1582726']"
Dmrtb1,Testis,mm9,['GSM1480189']
DnaJ-1,S2,dm3,"['GSM2319005', 'GSM2319006']"
Dnajc2,mESC derived neural cells,mm9,['GSM1295700']
Dnmt3a,Back skin,mm9,"['GSM2667592', 'GSM2667593']"
Dnmt3a,Cortex,mm9,"['GSM2803571', 'GSM2803572', 'GSM2803573', 'GSM2803574', 'GSM2803575', 'GSM2803590', 'GSM2803592', 'GSM2803632', 'GSM2803636', 'GSM2803639', 'GSM2803643']"
Dnmt3a,Hippocampus,mm9,"['GSM2803580', 'GSM2803581', 'GSM2803582', 'GSM2803583', 'GSM2803586', 'GSM2803588']"
Dnmt3a,MEF,mm9,"['GSM1874067', 'GSM1874068', 'GSM1874069', 'GSM1874070', 'GSM1874071', 'GSM1874072']"
Dnmt3a,Visual Cortex,mm9,"['GSM2803614', 'GSM2803615', 'GSM2803616', 'GSM2803617', 'GSM2803618', 'GSM2803619', 'GSM2803620']"
Dnmt3b,Embryonic Stem Cells,mm9,"['GSM1873388', 'GSM1873389', 'GSM1873400', 'GSM1873401', 'GSM1873402', 'GSM1873406', 'GSM1873407', 'GSM1873408']"
Dnmt3b,Ganglionic gut,mm9,"['GSM2440779', 'GSM2440780', 'GSM2440781', 'GSM2440782', 'GSM2440783', 'GSM2440784', 'GSM2440785', 'GSM2440786', 'GSM2440787', 'GSM2440788', 'GSM2440789', 'GSM2440790']"
Dp1,Flight muscles,dm3,"['GSM3557125', 'GSM3557126']"
Dp1,S2R+,dm3,"['GSM967308', 'GSM967309']"
Dpf2,Embryonic Stem Cells,mm9,"['-', '-', '-', 'GSM2808654', 'GSM2808666', 'GSM2808668', 'GSM2808673']"
Dppa2,Embryonic Stem Cells,mm9,"['GSM3272842', 'GSM1400980']"
Dppa2,MEF,mm9,"['GSM3272829', 'GSM3272832', 'GSM3272834']"
Dppa2,iPS cells,mm9,"['GSM3272848', 'GSM3272856']"
Dppa4,Embryonic Stem Cells,mm9,['GSM3272843']
Dppa4,MEF,mm9,"['GSM3272830', 'GSM3272835', 'GSM3272837']"
Dppa4,iPS cells,mm9,"['GSM3272849', 'GSM3272857']"
Dpy30,Embryonic Stem Cells,mm9,['GSM651192']
Dr1,Embryonic Stem Cells,mm9,"['GSM2520016', 'GSM2652714']"
Dref,Kc167,dm3,"['GSM977023', 'GSM977024', 'GSM977025', 'GSM977026', 'GSM1535984', 'GSM1535985']"
Drosha,Embryonic Stem Cells,mm9,"['GSM2389982', 'GSM2389984', 'GSM2424698']"
Dsp1,4-12h embryos,dm3,['GSM1479940']
Duxbl1,C2C12,mm9,"['GSM2326756', 'GSM2326757', 'GSM2326759', 'GSM2445816']"
E(bx),14-16h embryos,dm3,"['GSM1147403', 'GSM1147404']"
E(z),0-16h embryos,dm3,"['GSM1430000', 'GSM1430001']"
E(z),12-24h embryos,dm3,"['GSM1616464', 'GSM1616466']"
E(z),Cultured cell lines,dm3,"['GSM1600200', 'GSM1600202', 'GSM1600204', 'GSM1600206']"
E(z),S2,dm3,"['GSM2706067', 'GSM2706068', 'GSM2706069', 'GSM2706070']"
E2F1,HMEC,hg19,['GSM1526876']
E2F1,HeLa,hg19,"['GSM558469', 'GSM935366', 'GSM935484']"
E2F1,LNCAP,hg19,"['GSM2492420', 'GSM2492421', 'GSM1656410']"
E2F1,MCF-7,hg19,['GSM935477']
E2F1,MDA-MB-231,hg19,['GSM2501567']
E2F1,MM.1S,hg19,['GSM2132552']
E2F1,OCI-LY1,hg19,['GSM1133656']
E2F1,PC-3,hg19,"['GSM2052188', 'GSM2052189']"
E2F1,RAJI,hg19,"['GSM1976292', 'GSM1976302']"
E2F1,SK-MEL-147,hg19,['GSM1665998']
E2F1,U-266,hg19,['GSM2132555']
E2F1,U2OS,hg19,['GSM1693906']
E2F1,Unclassified,hg19,"['GSM1207889', 'GSM1207890', 'GSM1207893', 'GSM1207894', 'GSM1207897', 'GSM1207898', 'GSM1207901', 'GSM1207902', 'GSM1207905', 'GSM1207906', 'GSM1207909', 'GSM1207910', 'GSM1207913', 'GSM1207914', 'GSM1207916', 'GSM1207917']"
E2F1,Wharton Jelly,hg19,"['GSM2046831', 'GSM2046832', 'GSM2046833', 'GSM2046834', 'GSM2046835', 'GSM2046836']"
E2F1,hTERT RPE-1,hg19,['GSM1693900']
E2F2,LoVo,hg19,['GSM1239497']
E2F3,LoVo,hg19,['GSM1239452']
E2F4,Adipocytes,hg19,['GSM599837']
E2F4,GM06990,hg19,['GSM537063']
E2F4,GM12878,hg19,['GSM935330']
E2F4,HRPEpiC,hg19,['GSM1463919']
E2F4,HeLa,hg19,['GSM935365']
E2F4,K-562,hg19,['GSM935600']
E2F4,MCF 10A,hg19,['GSM935400']
E2F4,MCF-7,hg19,"['GSM1019122', 'GSM1019123']"
E2F6,A549,hg19,['GSM1010766']
E2F6,HeLa,hg19,['GSM935476']
E2F6,K-562,hg19,"['GSM701863', 'GSM803469', 'GSM935597']"
E2F6,hESC H1,hg19,['GSM1010899']
E2F7,IMR-90,hg19,"['GSM991659', 'GSM991660', 'GSM991661', 'GSM991662', 'GSM991663']"
E2F7,LoVo,hg19,['-']
E2F8,LoVo,hg19,['GSM1239498']
E2f1,Dendritic Cells,mm9,"['GSM881056', 'GSM881057', 'GSM881058', 'GSM881059']"
E2f1,Embryonic Stem Cells,mm9,"['GSM2655955', 'GSM2655956']"
E2f1,Hepatocytes,mm9,['GSM1908011']
E2f1,MEF,mm9,"['GSM1833208', 'GSM1833211']"
E2f1,S2,dm3,"['-', '-', '-']"
E2f3,Intestinal crypt,mm9,"['GSM1606984', 'GSM1606988']"
E2f3,Intestinal villus,mm9,"['GSM1606986', 'GSM1606990']"
E2f3,MEF,mm9,"['GSM835826', 'GSM835827', 'GSM1833209', 'GSM1833210', 'GSM1833212']"
E2f4,3T3-L1,mm9,['GSM427094']
E2f4,C2C12,mm9,['GSM915187']
E2f4,CH12,mm9,['GSM912912']
E2f4,Dendritic Cells,mm9,"['GSM881060', 'GSM881061', 'GSM881062', 'GSM881063']"
E2f4,Embryonic Stem Cells,mm9,['GSM1183113']
E2f4,HPC-7,mm9,"['-', '-']"
E2f4,Hepatocytes,mm9,['GSM427091']
E2f4,Liver,mm9,"['-', 'GSM2040953', 'GSM2040954', 'GSM2040955', 'GSM2040956']"
E2f4,MEL,mm9,['GSM912914']
E2f4,iPS cells,mm9,['GSM602777']
E4f1,Embryonic Stem Cells,mm9,['GSM1377428']
E4f1,MEF,mm9,"['GSM1377538', 'GSM1377540']"
EBF1,Adipose stromal cell,hg19,"['GSM1326219', 'GSM1326221']"
EBF1,B-Lymphocytes,hg19,['GSM1958039']
EBF1,GM12878,hg19,"['GSM803386', 'GSM935375']"
EBF1,Mutu,hg19,['GSM1958038']
EBF3,SK-N-SH,hg19,"['GSM2410317', 'GSM2410318', 'GSM2410319', 'GSM2410320', 'GSM2410321', 'GSM2410322']"
EBNA1,B-Lymphocytes,hg19,['GSM1905009']
EBNA1,C666-1,hg19,['GSM1905010']
EBNA1,GM12878,hg19,['GSM2587520']
EBNA1,Mutu,hg19,['GSM1905008']
EBNA1,RAJI,hg19,"['GSM1905007', 'GSM761687']"
EBNA2,GM12878,hg19,['GSM2039170']
EBNA2,IB4,hg19,"['GSM729851', 'GSM729852']"
EBNA2,Mutu,hg19,['GSM1153765']
EBNA3,Mutu,hg19,['GSM1153766']
EBV-ZEBRA,Akata,hg19,"['GSM1404654', 'GSM1404655']"
EBV-ZEBRA,GM12878,hg19,['GSM2587519']
EBV-ZEBRA,HONE-1,hg19,"['GSM2200163', 'GSM2200164']"
EED,DU 145,hg19,"['GSM1045472', 'GSM1045473']"
EED,Erythroblasts,hg19,['GSM1427066']
EGFR,HeLa,hg19,"['GSM1592489', 'GSM1592490', 'GSM1592491', 'GSM1592492']"
EGR1,A-375,hg19,['GSM3212795']
EGR1,ECC-1,hg19,['GSM1010888']
EGR1,Fibroblasts,hg19,"['GSM3978936', 'GSM3978937', 'GSM3978938', 'GSM3978939', 'GSM3978940', 'GSM3978941', 'GSM3978942', 'GSM3978943', 'GSM3978944']"
EGR1,GM12878,hg19,"['GSM803434', 'GSM1010730']"
EGR1,HCT 116,hg19,['GSM1010846']
EGR1,HL-60,hg19,"['GSM2836482', 'GSM2836483']"
EGR1,K-562,hg19,['GSM803414']
EGR1,MCF-7,hg19,['GSM1010844']
EGR1,hESC H1,hg19,['GSM803430']
EGR2,LoVo,hg19,['GSM1239563']
EGR2,Macrophages,hg19,"['GSM785503', 'GSM785504']"
EHF,Calu-3,hg19,"['GSM1548071', 'GSM1548072']"
EHF,Keratinocytes,hg19,['GSM2247256']
EHF,NHBE,hg19,"['GSM2266285', 'GSM2266286']"
EHF,RWPE-1,hg19,['GSM3138380']
EHMT2,293,hg19,"['GSM1530051', 'GSM1644649', 'GSM1644650', 'GSM1644651', 'GSM1644652', 'GSM1644657', 'GSM1644658', 'GSM1644659', 'GSM1644660', 'GSM1644665', 'GSM1644666', 'GSM1644669', 'GSM1644670']"
EHMT2,RH-41,hg19,['GSM3336273']
ELF1,A549,hg19,"['GSM1010790', 'GSM3460549', 'GSM3460550', 'GSM4053611', 'GSM4053612']"
ELF1,COLO 320,hg19,['GSM2224586']
ELF1,DU 145,hg19,['GSM1424527']
