TF,Cell type,Genome,GEO ID
NEUROD1,D341 Med,hg19,"['GSM2432952', 'GSM2432977', 'GSM2432978', 'GSM2432979']"
NEUROD1,NCI-H524,hg19,['GSM1700642']
NEUROD1,NCI-H82,hg19,['GSM1700641']
NEUROD2,LoVo,hg19,['GSM1239437']
NFAT5,LoVo,hg19,['GSM1239477']
NFATC1,CD4-Positive T-Lymphocytes,hg19,"['GSM2810039', 'GSM3258567', 'GSM3258568']"
NFATC1,GM12878,hg19,['GSM1010779']
NFATC1,HUVEC,hg19,"['GSM1208345', 'GSM1208346']"
NFATC2,CD4-Positive T-Lymphocytes,hg19,"['GSM2810040', 'GSM3258563', 'GSM3258564', 'GSM3258565', 'GSM3258566', 'GSM4106156', 'GSM4106157', 'GSM4106158']"
NFE2,Erythroblasts,hg19,"['GSM1816086', 'GSM1427076']"
NFE2,Erythroid Cells,hg19,['GSM1067276']
NFE2,Hematopoietic Stem Cells,hg19,"['GSM1816085', 'GSM1816087']"
NFE2L1,LoVo,hg19,['GSM1239584']
NFE2L2,A549,hg19,['GSM3107929']
NFE2L2,BEAS-2B,hg19,"['GSM1968261', 'GSM1968262', 'GSM1968263', 'GSM1968264']"
NFE2L2,GM12872,hg19,"['GSM922967', 'GSM922971']"
NFE2L2,HAEC,hg19,"['GSM2394417', 'GSM2394418', 'GSM2576176', 'GSM2576177', 'GSM2576178']"
NFE2L2,Lymphoblastoid cell line,hg19,"['GSM922965', 'GSM922966', 'GSM922968', 'GSM922969', 'GSM922970', 'GSM922972']"
NFE2L3,LoVo,hg19,['GSM1239596']
NFIB,LoVo,hg19,['GSM1239597']
NFIC,ECC-1,hg19,['GSM1010855']
NFIC,GM12878,hg19,['GSM1010881']
NFIC,Hep G2,hg19,"['GSM1010741', 'GSM2902642']"
NFIC,SK-N-SH,hg19,['GSM1010880']
NFKB1,CD4-Positive T-Lymphocytes,hg19,"['GSM3602705', 'GSM3602706']"
NFKB1,GM12878,hg19,"['GSM2628094', 'GSM2628095']"
NFKB1,L-1236,hg19,"['GSM1556335', 'GSM1556336']"
NFKB1,LoVo,hg19,['GSM1239438']
NFKB1,MCF 10A,hg19,"['GSM3184663', 'GSM3184664']"
NFKB2,GM12878,hg19,"['GSM2628096', 'GSM2628097']"
NFKB2,L-1236,hg19,"['GSM1556337', 'GSM1556338']"
NFKBIA,Keratinocytes,hg19,['GSM744581']
NFYA,GM12878,hg19,['GSM935506']
NFYA,HeLa,hg19,['GSM935508']
NFYA,K-562,hg19,"['GSM648587', 'GSM935433']"
NFYA,LoVo,hg19,['GSM1239478']
NFYB,GM12878,hg19,['GSM935507']
NFYB,HeLa,hg19,['GSM935408']
NFYB,K-562,hg19,"['GSM648588', 'GSM935429']"
NFYB,LoVo,hg19,['GSM1239513']
NFYC,LoVo,hg19,['GSM1239514']
NHLH1,LoVo,hg19,['GSM1239439']
NIPBL,A549,hg19,"['GSM2040032', 'GSM2040036']"
NIPBL,GM12878,hg19,"['GSM2443453', 'GSM2443454']"
NIPBL,GP5d,hg19,"['GSM1240822', 'GSM1240836']"
NIPBL,HeLa,hg19,"['GSM3053249', 'GSM3053252']"
NIPBL,Hep G2,hg19,"['GSM2040024', 'GSM2040028']"
NIPBL,Lymphoblastoid cells,hg19,['GSM941219']
NIPBL,MCF-7,hg19,"['GSM2040040', 'GSM2040045']"
NIPBL,RAMOS,hg19,"['GSM1519151', 'GSM1519152']"
NIPBL,hESC H1,hg19,"['GSM1579363', 'GSM1579364', 'GSM1579365', 'GSM1579366']"
NIPBL,hESC H9,hg19,"['GSM2816642', 'GSM2816643']"
NKX2-1,A549,hg19,"['GSM2310996', 'GSM2310998']"
NKX2-1,HCC1819,hg19,['GSM983100']
NKX2-1,NCI-H2087,hg19,['GSM983102']
NKX2-1,NCI-H3122,hg19,"['GSM983098', 'GSM983104']"
NKX2-1,NCI-H441,hg19,"['GSM1246715', 'GSM1246716']"
NKX2-3,LoVo,hg19,['GSM1239598']
NKX2-5,Embryonic Stem Cells,hg19,"['GSM2372592', 'GSM2372593', 'GSM2372594']"
NKX2-8,LoVo,hg19,['GSM1239440']
NKX3-1,LNCAP,hg19,"['GSM699632', 'GSM699633', 'GSM989640']"
NKX6-1,LoVo,hg19,['GSM1239441']
NLRP2,MCF 10A,hg19,"['GSM2442934', 'GSM2442935', 'GSM2442943']"
NME2,A549,hg19,"['GSM991048', 'GSM991049']"
NONO,Hep G2,hg19,['GSM3393555']
NONO,K-562,hg19,['GSM3393603']
NOS2,MDAH087,hg19,['GSM900167']
NOT3,Unclassified,sacCer3,['-']
NOT5,Unclassified,sacCer3,['-']
NOTCH1,Aortic valve endothelial cells,hg19,['GSM1145797']
NOTCH1,CD34 Hematopoietic stem cells,hg19,['GSM1537955']
NOTCH1,CUTLL1,hg19,"['GSM732903', 'GSM732904', 'GSM1252933', 'GSM1252936']"
NOTCH1,GSC8,hg19,"['GSM1922949', 'GSM1922950', 'GSM1922951']"
NOTCH1,HCC1599,hg19,"['GSM3263189', 'GSM3263190', 'GSM3263191', 'GSM3263192']"
NOTCH1,HPB-ALL,hg19,['GSM959056']
NOTCH1,HUVEC,hg19,['GSM2333677']
NOTCH1,Large pulmonary artery endothelial cells,hg19,"['GSM2388849', 'GSM2388850', 'GSM2388851', 'GSM2388852']"
NOTCH1,MB 157,hg19,"['GSM3263155', 'GSM3263156', 'GSM3263157', 'GSM3263158']"
NOTCH1,MO1043,hg19,"['GSM2435524', 'GSM2435528']"
NOTCH1,Mino,hg19,['GSM2571799']
NOTCH1,REC-1,hg19,"['GSM2571810', 'GSM2571811', 'GSM2571812', 'GSM2571813']"
NOTCH1,iPS derived neural cells,hg19,['GSM2439182']
NOTCH3,T-ALL,hg19,"['GSM2793827', 'GSM2793828']"
NPAT,LoVo,hg19,['GSM1239515']
NPAT,U2OS,hg19,['GSM1693908']
NPAT,hTERT RPE-1,hg19,['GSM1693902']
NPM1,OCI-AML3,hg19,['GSM3659527']
NR1D1,LoVo,hg19,['GSM1239516']
NR1H2,HT-29,hg19,"['GSM2042842', 'GSM2042843', 'GSM2042844', 'GSM2042845']"
NR1H2,LoVo,hg19,['GSM1239517']
NR1H2,SGBS,hg19,['GSM1020365']
NR1H3,HT-29,hg19,"['GSM2042846', 'GSM2042848', 'GSM2042850', 'GSM2042852']"
NR1H3,THP-1,hg19,"['GSM700469', 'GSM700470']"
NR1H4,Hepatocytes,hg19,"['GSM1377533', 'GSM1377535']"
NR1I2,LoVo,hg19,['GSM1239479']
NR2C2,Erythroblasts,hg19,"['GSM1323573', 'GSM1323574', 'GSM1323575']"
NR2C2,GM12878,hg19,"['GSM608157', 'GSM608158', 'GSM935480']"
NR2C2,HeLa,hg19,"['GSM608159', 'GSM608160', 'GSM935369', 'GSM1126879']"
NR2C2,Hep G2,hg19,"['GSM608155', 'GSM608156', 'GSM935596']"
NR2C2,K-562,hg19,"['GSM608153', 'GSM608154', 'GSM935374']"
NR2C2,WI-38,hg19,['GSM1126875']
NR2E3,LoVo,hg19,['GSM1239480']
NR2F1,hESC derived neural crests,hg19,"['GSM714811', 'GSM1817190', 'GSM1817193']"
NR2F2,Endometrial stromal cells,hg19,['GSM1257396']
NR2F2,HeLa,hg19,['GSM1126878']
NR2F2,Hep G2,hg19,['GSM1010810']
NR2F2,K-562,hg19,['GSM1010782']
NR2F2,MCF-7,hg19,"['GSM1010837', 'GSM1019133', 'GSM3863297', 'GSM3863299']"
NR2F2,WI-38,hg19,['GSM1126874']
NR2F2,hESC derived neural crests,hg19,['GSM714812']
NR2F2,iPS derived cardiac cells,hg19,['GSM2183993']
NR2F6,LoVo,hg19,['GSM1239442']
NR3C1,293,hg19,"['GSM1176698', 'GSM1176699', 'GSM1176700', 'GSM1176701', 'GSM1176702']"
NR3C1,A549,hg19,"['-', 'GSM803357', 'GSM803358', 'GSM803359', 'GSM803371', 'GSM803373', 'GSM803395', 'GSM2095208', 'GSM2095209', 'GSM2095210', 'GSM2095218', 'GSM2095219', 'GSM2095220', 'GSM2095221']"
NR3C1,ALL xenograft,hg19,"['GSM2974413', 'GSM2974414', 'GSM2974415', 'GSM2974416']"
NR3C1,BEAS-2B,hg19,"['GSM2103041', 'GSM2103042', 'GSM2103045', 'GSM2103046', 'GSM2103054', 'GSM2103055', 'GSM3579032', 'GSM3579033', 'GSM3579034', 'GSM3579035', 'GSM3579036', 'GSM3579037', 'GSM3579038', 'GSM3579039', 'GSM3579040', 'GSM3579041', 'GSM3579042', 'GSM3579043', 'GSM3579044', 'GSM3579045', 'GSM3579046', 'GSM3579047', 'GSM3579048', 'GSM3579049', 'GSM3579050', 'GSM3579051', 'GSM3579052', 'GSM3579053', 'GSM3579054', 'GSM3579055', 'GSM3579056', 'GSM3579057', 'GSM3579058', 'GSM3579059', 'GSM3579060', 'GSM3579061', 'GSM3579062', 'GSM3579063', 'GSM3986382', 'GSM3986383', 'GSM3986384', 'GSM3986385']"
NR3C1,Breast cancer,hg19,"['GSM2797136', 'GSM2797137', 'GSM2797138', 'GSM2797139', 'GSM2797140', 'GSM2797141', 'GSM2797142']"
NR3C1,ECC-1,hg19,"['GSM803340', 'GSM803464']"
NR3C1,HASM2,hg19,"['GSM2519942', 'GSM2519944', 'GSM2519945', 'GSM2519947', 'GSM2519948', 'GSM2519949', 'GSM2519950', 'GSM2519951']"
NR3C1,HeLa,hg19,"['GSM604648', 'GSM604649', 'GSM604650', 'GSM604651', 'GSM604652', 'GSM604653', 'GSM604662', 'GSM604663']"
NR3C1,Hep G2,hg19,['GSM935620']
NR3C1,Ishikawa,hg19,"['GSM2973395', 'GSM2973397', 'GSM2973399']"
NR3C1,LNCAP,hg19,"['GSM759669', 'GSM759670', 'GSM980655', 'GSM980664', 'GSM980665']"
NR3C1,LREX,hg19,['GSM1246571']
NR3C1,Lymphoblastoid cell line,hg19,"['GSM1111174', 'GSM1111175', 'GSM1111176', 'GSM1111177']"
NR3C1,MCF 10A,hg19,"['GSM2735374', 'GSM2735375', 'GSM2735376', 'GSM2735377', 'GSM2735378', 'GSM2735379', 'GSM2735380', 'GSM2735381', 'GSM2735382', 'GSM2735383']"
NR3C1,MCF-7,hg19,"['GSM1858616', 'GSM1858617', 'GSM1858618', 'GSM1858619', 'GSM2797089']"
NR3C1,MDA-MB-231,hg19,"['GSM1350526', 'GSM1350527', 'GSM1350528', 'GSM1350529', 'GSM1350530', 'GSM1350531']"
NR3C1,MM.1S,hg19,"['GSM1543893', 'GSM1543894']"
NR3C1,MM1.RL,hg19,"['GSM1543895', 'GSM1543896']"
NR3C1,Macrophages,hg19,"['GSM2942949', 'GSM2942950', 'GSM2942951', 'GSM2942952', 'GSM1516132']"
NR3C1,Mesenchymal stem cells,hg19,['GSM1684637']
NR3C1,Monocytes,hg19,"['GSM2942945', 'GSM2942946', 'GSM2942947', 'GSM2942948']"
NR3C1,NALM-6,hg19,"['-', 'GSM1637306', 'GSM1637307', 'GSM1637309', 'GSM1637310']"
NR3C1,RS4-11,hg19,"['GSM1841296', 'GSM1841306']"
NR3C1,SUP-B15,hg19,"['GSM2871704', 'GSM2871705']"
NR3C1,T-47D,hg19,"['GSM1858646', 'GSM1858647', 'GSM1858648', 'GSM1858649', 'GSM3615485', 'GSM3615486', 'GSM3615487']"
NR3C1,THP-1,hg19,"['GSM2661790', 'GSM2661792', 'GSM2661793', 'GSM2661795']"
NR3C1,U2OS,hg19,"['-', '-', '-', '-', '-', 'GSM1607525', 'GSM1607526', 'GSM1607527', 'GSM1607528']"
NR3C1,Unclassified,hg19,"['GSM1405404', 'GSM1405407']"
NR3C1,VCaP,hg19,['GSM980660']
NR3C1,ZR-75-1,hg19,"['GSM1858631', 'GSM1858632', 'GSM1858633', 'GSM1858634']"
NR3C2,LoVo,hg19,['GSM1239443']
NR3C2,Unclassified,hg19,"['GSM1708661', 'GSM1708662']"
NR4A1,K-562,hg19,['GSM777637']
NR4A1,Kasumi-1,hg19,"['GSM2095923', 'GSM2095924']"
NR4A1,LoVo,hg19,['GSM1239481']
NR4A2,LoVo,hg19,['GSM1239444']
NR5A1,NCI-H295R,hg19,"['GSM1080947', 'GSM1080948', 'GSM1080949', 'GSM1080950']"
NR5A2,LoVo,hg19,['GSM1239445']
NR5A2,MCF-7,hg19,['GSM1143122']
NR5A2,hESC HUES64,hg19,['GSM1505693']
NR5A2,hESC derived mesendodermal cells,hg19,['GSM1505694']
NRF1,GM12878,hg19,['GSM935309']
NRF1,HCC1954,hg19,['GSM1891658']
NRF1,HCC1955,hg19,['GSM1891659']
NRF1,HMEC,hg19,"['GSM1891655', 'GSM1891656']"
NRF1,HeLa,hg19,"['GSM935636', 'GSM2872342', 'GSM2872343', 'GSM2872344', 'GSM2872345', 'GSM2872346', 'GSM2872348', 'GSM2872349', 'GSM2872350', 'GSM2872351', 'GSM2915059', 'GSM2915061']"
NRF1,Hep G2,hg19,['GSM935648']
NRF1,K-562,hg19,['GSM935361']
NRF1,NAMALWA,hg19,['GSM1282849']
NRF1,SK-N-SH,hg19,['GSM1003630']
NRF1,T-47D,hg19,['GSM1462478']
NRF1,hESC H1,hg19,['GSM935308']
NRG1,W303,sacCer3,"['GSM1470188', 'GSM1470189', 'GSM1470190']"
NUP153,K-562,hg19,['GSM2635256']
NUP214,Loucy,hg19,"['GSM3659524', 'GSM3659525']"
NUP98,293,hg19,['GSM1529676']
NUP98,IMR-90,hg19,"['GSM1191936', 'GSM1191937']"
NUP98,K-562,hg19,['GSM2635255']
NUP98,hESC HUES6,hg19,['GSM1191931']
NUP98,hESC derived neural cells,hg19,"['GSM1191933', 'GSM1191935']"
NUT1,Unclassified,sacCer3,"['-', '-']"
NUTM1,24335,hg19,"['GSM2543136', 'GSM2543137']"
NXF1,293,hg19,"['GSM3759269', 'GSM3759270']"
Naa10,Embryonic Stem Cells,mm9,"['GSM2730573', 'GSM2730574']"
Nacc1,Neuro-2a,mm9,['GSM2120781']
Nanog,Embryoid Bodies,mm9,['GSM1090231']
Nanog,Embryonic Stem Cells,mm9,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 'GSM1847493', 'GSM1847494', 'GSM2123552', 'GSM2123560', 'GSM1059011', 'GSM1059023', 'GSM1059032', 'GSM2341296', 'GSM2341297', 'GSM2341298', 'GSM2341299', 'GSM2341300', 'GSM2341301', 'GSM1082342', 'GSM1090230', 'GSM2521520', 'GSM2521521', 'GSM2521522', 'GSM2521523', 'GSM2521524', 'GSM2521525', 'GSM1183118', 'GSM1184045', 'GSM3123484', 'GSM3123501', 'GSM3223331', 'GSM3351160', 'GSM3351161', 'GSM3351162', 'GSM3475324', 'GSM3475325', 'GSM3475326', 'GSM3475327', 'GSM3475328', 'GSM3475329', 'GSM1436068']"
Nanog,EpiLC,mm9,"['GSM1847495', 'GSM1847496', 'GSM1847497', 'GSM1847498']"
Nanog,EpiSC,mm9,"['-', 'GSM2753069']"
Nanog,Liver tumor,mm9,"['GSM1666128', 'GSM1666129']"
Nap1l1,Embryonic Stem Cells,mm9,['-']
Nap1l1,mESC derived endoodermal cells,mm9,"['-', '-']"
Nbn,B-Lymphocytes,mm9,"['GSM1622300', 'GSM1622301', 'GSM1622302', 'GSM1622303']"
Ncapd3,Embryonic Stem Cells,mm9,"['GSM824840', 'GSM824841']"
Ncapd3,MEF,mm9,"['GSM1328449', 'GSM1328450', 'GSM3564174', 'GSM3564178']"
Ncapg,Embryonic Stem Cells,mm9,"['GSM824842', 'GSM824843']"
Ncaph2,Embryonic Stem Cells,mm9,"['GSM766450', 'GSM766451', 'GSM766452', 'GSM766453', 'GSM824835', 'GSM824836', 'GSM824837', 'GSM2111449', 'GSM2111450', 'GSM2111453', 'GSM2111454']"
Ncaph2,MEF,mm9,"['GSM3564175', 'GSM3564179']"
Ncoa2,Liver,mm9,"['GSM1280885', 'GSM1280886', 'GSM1280887']"
Ncoa2,Prostate,mm9,['GSM1323753']
Ncoa3,Embryonic Stem Cells,mm9,['GSM915092']
Ncoa3,Liver,mm9,['GSM2991592']
Ncor1,3T3-L1,mm9,"['GSM2515964', 'GSM2515965', 'GSM2515966', 'GSM2515967', 'GSM1368009', 'GSM1368010']"
Ncor1,Brown preadipocytes,mm9,['GSM2407034']
Ncor1,Dendritic Cells,mm9,"['GSM2991124', 'GSM2991125']"
Ncor1,Embryonic Stem Cells,mm9,['GSM1817004']
Ncor1,Liver,mm9,"['GSM647027', 'GSM647028', 'GSM3478028', 'GSM3478029', 'GSM3478030', 'GSM3478031', 'GSM3478032', 'GSM3478033', 'GSM3478053', 'GSM3478054', 'GSM3478055', 'GSM3478056', 'GSM3478057', 'GSM3478058', 'GSM3679117', 'GSM3679118', 'GSM4090279', 'GSM4090280']"
Ncor1,Macrophages,mm9,"['GSM665926', 'GSM665928']"
Ncor1,Unclassified,mm9,"['-', '-']"
Ncor1,iPSC intermediates,mm9,['GSM1817009']
Ncor2,Embryonic Stem Cells,mm9,['GSM1817005']
Ncor2,Embryonic brains,mm9,"['GSM3442987', 'GSM3442988', 'GSM3442989', 'GSM3442990', 'GSM3442991', 'GSM3442992', 'GSM3442993', 'GSM3442994', 'GSM3442995', 'GSM3442996', 'GSM3442997', 'GSM3442998', 'GSM3442999', 'GSM3443000', 'GSM3443001', 'GSM3443002', 'GSM3443003', 'GSM3443004', 'GSM3443005', 'GSM3443006', 'GSM3443007', 'GSM3443008', 'GSM3443009', 'GSM3443010', 'GSM3443011', 'GSM3443012']"
Ncor2,Liver,mm9,"['GSM1236494', 'GSM1236495']"
Ncor2,Macrophages,mm9,"['GSM665925', 'GSM665927', 'GSM1624171']"
Ncor2,Unclassified,mm9,"['-', '-', '-', '-', '-', '-', '-', '-', '-']"
Ncor2,iPSC intermediates,mm9,['GSM1817010']
Nelf-E,Kc167,dm3,"['GSM3263395', 'GSM3263396', 'GSM3263397', 'GSM3263398']"
Nelfa,Embryonic Stem Cells,mm9,['GSM515664']
Nelfa,Liver,mm9,"['GSM2543111', 'GSM2543112', 'GSM2543113', 'GSM2543114', 'GSM2543115', 'GSM2543116']"
Nelfa,MEF,mm9,"['GSM2835828', 'GSM2835829']"
Nelfb,MEF,mm9,['GSM593398']
Nelfe,CH12,mm9,['GSM912924']
Nelfe,Embryonic Stem Cells,mm9,"['GSM3747813', 'GSM3747814']"
Nelfe,MEL,mm9,['GSM912932']
Nelfe,Macrophages,mm9,"['GSM2932673', 'GSM2932674', 'GSM2932675', 'GSM2932676', 'GSM2932677', 'GSM2932678']"
Neurod1,AtT-20,mm9,['GSM3579940']
Neurod1,Embryonic pancreas,mm9,['GSM2532979']
Neurod1,INS-1E,rn6,"['GSM3604480', 'GSM3604481', 'GSM3604482', 'GSM3604483']"
Neurod1,Islets of Langerhans,mm9,['GSM751036']
Neurod1,Pancreatic beta cells,mm9,['GSM1306336']
Neurod2,Cortex,mm9,"['GSM2253659', 'GSM2253660', 'GSM2253661']"
Neurod2,Embryonic brains,mm9,"['GSM1649148', 'GSM1649149', 'GSM1649150']"
Neurod2,MEF,mm9,['GSM857392']
Neurod2,P19,mm9,"['GSM857389', 'GSM1575850', 'GSM1575851', 'GSM1575852']"
Neurog2,Embryonic brains,mm9,['GSM1553880']
Neurog2,"mESCs, differentiated",mm9,"['GSM2124210', 'GSM2124211', 'GSM2124232', 'GSM2124233', 'GSM3136832', 'GSM3136833', 'GSM3136834', 'GSM3136849', 'GSM3136850']"
Nfat5,Macrophages,mm9,"['GSM2884129', 'GSM2884130', 'GSM2884174', 'GSM2884176']"
Nfatc1,Hair Follicle,mm9,['GSM1263200']
Nfatc1,Pancreatic cancer cells,mm9,"['GSM982509', 'GSM982510']"
Nfatc2,Dendritic Cells,mm9,['GSM1463320']
Nfe2,Erythroblasts,mm9,['GSM1032641']
Nfe2,HPC-7,mm9,['-']
Nfe2,M1,mm9,['GSM2086723']
Nfe2,Megakaryocytes,mm9,"['GSM1032637', 'GSM1032638', 'GSM1036273']"
Nfe2,Pro-B cells,mm9,['GSM2332778']
Nfe2,Ter119 Erythrocytes,mm9,['GSM1151147']
Nfe2l1,MEF,mm9,"['GSM2366495', 'GSM2366496', 'GSM2366497']"
Nfe2l2,C2C12,mm9,"['GSM2076703', 'GSM2076704']"
Nfe2l2,Esophagus,mm9,"['GSM3473009', 'GSM3473010', 'GSM3473011']"
Nfe2l2,Liver,mm9,"['GSM2971839', 'GSM2971840']"
Nfe2l2,MEF,mm9,"['GSM2328787', 'GSM2328788']"
Nfia,3T3-F442A,mm9,['GSM2546556']
Nfia,Brown adipocytes,mm9,"['GSM2218582', 'GSM2218583']"
Nfia,Neural Stem Cells,mm9,['-']
Nfia,Neural Stem Cells,rn6,"['GSM2643470', 'GSM2643471']"
Nfia,Unclassified,mm9,['-']
Nfia,mESC derived glial cells,mm9,"['GSM3316942', 'GSM3316943']"
Nfib,Hair Follicle,mm9,"['GSM1053068', 'GSM1053070']"
Nfib,Mammary glands,mm9,"['GSM2102912', 'GSM2102913', 'GSM2102924', 'GSM2102925', 'GSM2102955', 'GSM2102957']"
Nfib,Unclassified,mm9,"['GSM2147631', 'GSM2147632', 'GSM2147635', 'GSM2147636', 'GSM2147639', 'GSM2147640']"
Nfic,MEF,mm9,"['GSM398010', 'GSM398011']"
Nfil3,Liver,mm9,['GSM1437733']
Nfkb1,Dendritic Cells,mm9,"['GSM881151', 'GSM881151', 'GSM881152', 'GSM881152', 'GSM881152', 'GSM881152', 'GSM881153', 'GSM881153', 'GSM881154', 'GSM881154']"
Nfkb1,Macrophages,mm9,"['GSM1314649', 'GSM1314650', 'GSM1314651', 'GSM1314652', 'GSM1314653', 'GSM1314654', 'GSM1314655']"
Nfya,Embryonic Stem Cells,mm9,"['GSM632038', 'GSM632039', 'GSM1370111']"
Nfya,MEF,mm9,"['-', '-']"
Nfya,Neurons,mm9,"['GSM632057', 'GSM632058']"
Nfya,mESC derived neural cells,mm9,"['GSM632048', 'GSM632049']"
Nfyb,Embryonic Stem Cells,mm9,['GSM1370112']
Nfyc,Embryonic Stem Cells,mm9,['GSM1370113']
Nfyc,MEF,mm9,['-']
Nipbl,B-Lymphocytes,mm9,"['GSM2587375', 'GSM2587376', 'GSM3027987', 'GSM3027988', 'GSM3027989', 'GSM3027990', 'GSM3734877', 'GSM3734878', 'GSM3734879', 'GSM3734880', 'GSM3734881', 'GSM3734882']"
Nipbl,CD4 CD8 double positive cells,mm9,['GSM1184315']
Nipbl,CH12,mm9,"['GSM3432424', 'GSM3432425', 'GSM3432445', 'GSM3432446']"
Nipbl,CH12F3,mm9,"['GSM3734875', 'GSM3734876', 'GSM4030099', 'GSM4030100']"
Nipbl,Embryonic Stem Cells,mm9,"['GSM560349', 'GSM560350', 'GSM3027991']"
Nipbl,MEF,mm9,['GSM1979785']
Nipbl,T-Lymphocytes,mm9,['GSM1902310']
Nkx2-1,Basal Ganglia,mm9,"['GSM2281990', 'GSM2281991', 'GSM2281992']"
Nkx2-1,Lung adenocarcinoma,mm9,"['GSM1059354', 'GSM1059355']"
Nkx2-2,Oligodendrocyte progenitor,mm9,['GSM1906295']
Nkx2-2,Oligodendrocytes,mm9,['GSM1906296']
Nkx2-2,Unclassified,mm9,['-']
Nkx2-2,mESC derived neural cells,mm9,"['GSM1821962', 'GSM1511107']"
Nkx2-5,Embryonic heart,mm9,"['GSM1087143', 'GSM1087144']"
Nkx2-5,Heart,mm9,['GSM862698']
Nkx3-1,Prostate,mm9,"['GSM878195', 'GSM878196', 'GSM878197', 'GSM878198', 'GSM878199']"
Nkx3-2,NIH/3T3,mm9,['GSM898368']
Nkx3-2,Neural tube,mm9,['GSM898364']
Nkx6-1,Islets of Langerhans,mm9,['GSM1006208']
Nkx6-1,Unclassified,mm9,['-']
Nkx6-1,mESC derived neural cells,mm9,['GSM1821963']
Nlrc5,T-Lymphocytes,mm9,"['GSM1427342', 'GSM1427343', 'GSM1427344', 'GSM1427345', 'GSM1427346', 'GSM1427347', 'GSM1427348', 'GSM1427349', 'GSM1427350']"
Nlrp3,CD4-Positive T-Lymphocytes,mm9,"['GSM1579234', 'GSM1579240']"
Nono,Embryonic Stem Cells,mm9,['GSM1893472']
Notch1,8946,mm9,"['GSM1615130', 'GSM1615131']"
Notch1,"Leukemia, Lymphoid",mm9,"['GSM732913', 'GSM732916']"
Notch1,RAW 264.7,mm9,"['GSM1588219', 'GSM1588221']"
Notch1,T-ALL,mm9,"['GSM859512', 'GSM1506763']"
Notch1,T-Lymphocytes,mm9,['GSM1368207']
Npas3,Neural Stem Cells,mm9,['GSM1820992']
Npas4,Hippocampal neurons,rn6,"['GSM3638958', 'GSM3638959', 'GSM3638970', 'GSM3638971']"
Nr0b1,Embryonic Stem Cells,mm9,"['GSM1183116', 'GSM1183117']"
Nr0b2,Liver,mm9,"['GSM1937506', 'GSM1937508']"
Nr1d1,Brain,mm9,['GSM1659684']
Nr1d1,Brown adipocytes,mm9,"['GSM2087164', 'GSM2087165', 'GSM2087168']"
Nr1d1,Heart,mm9,"['GSM1901936', 'GSM1901937']"
Nr1d1,Liver,mm9,"['GSM647029', 'GSM647030', 'GSM840528', 'GSM890127', 'GSM2218846', 'GSM2218847', 'GSM2218848', 'GSM2218849', 'GSM2218850', 'GSM2218851', 'GSM2790421', 'GSM2790422', 'GSM2790423', 'GSM2790424', 'GSM2790425', 'GSM2790426', 'GSM1657177', 'GSM1657178', 'GSM1659686', 'GSM1659687', 'GSM1659688', 'GSM1659689', 'GSM1659690', 'GSM1659691']"
Nr1d1,White adipocytes,mm9,"['GSM2087162', 'GSM1659681', 'GSM1659682']"
Nr1d1,gastrocnemius,mm9,"['GSM3212801', 'GSM3212802']"
Nr1d2,Liver,mm9,"['GSM840529', 'GSM890125', 'GSM890126']"
Nr1d2,Th17 Cells,mm9,['GSM1859213']
Nr1h2,RAW 264.7,mm9,['GSM538015']
Nr1h2,Unclassified,mm9,"['GSM3681865', 'GSM3681866', 'GSM3681869', 'GSM3681870']"
Nr1h3,Liver,mm9,"['GSM864668', 'GSM864669', 'GSM864670']"
Nr1h3,Macrophages,mm9,"['GSM2095083', 'GSM2095084', 'GSM2095085', 'GSM2095086', 'GSM2095087']"
Nr1h4,Liver,mm9,"['GSM2342063', 'GSM2342064', 'GSM2342065', 'GSM2342066']"
Nr1h4,Liver,rn6,"['GSM2339398', 'GSM2339399', 'GSM2339400', 'GSM2339401', 'GSM2339402', 'GSM2339403']"
Nr2f2,Heart Atria,mm9,"['GSM1131317', 'GSM1131318']"
Nr3c1,3134,mm9,['GSM1499982']
Nr3c1,3617,mm9,"['GSM2907220', 'GSM2907221', 'GSM2907222', 'GSM2907223', 'GSM2907224', 'GSM2907225', 'GSM2907226', 'GSM2907227', 'GSM2907228', 'GSM2907229', 'GSM2907230', 'GSM2907231', 'GSM2907256', 'GSM2907257', 'GSM2907258', 'GSM2907259']"
Nr3c1,3T3-L1,mm9,"['GSM544722', 'GSM686976']"
Nr3c1,7438,mm9,"['GSM1123968', 'GSM1123969', 'GSM1123970', 'GSM1123971', 'GSM1123972', 'GSM1123973', 'GSM1123974', 'GSM1123975', 'GSM1123990', 'GSM1123991', 'GSM1123992', 'GSM1123993', 'GSM1123994', 'GSM1123995', 'GSM1123996', 'GSM1123997']"
Nr3c1,AtT-20,mm9,['GSM2324090']
Nr3c1,BWTG3,mm9,"['GSM3517622', 'GSM3517623', 'GSM3517624', 'GSM3517625', 'GSM3517626', 'GSM3517627', 'GSM3517628', 'GSM3517629', 'GSM3517630', 'GSM3517631', 'GSM3517632']"
Nr3c1,Brown preadipocytes,mm9,"['GSM2029172', 'GSM2029173', 'GSM2029174', 'GSM2029175']"
Nr3c1,C127,mm9,"['GSM3871816', 'GSM3871818', 'GSM3871820', 'GSM3871822']"
